Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
081000,KR7081000002,일진다이아,KOSPI,,11670,1,70,0.6,11620,11730,11470,14447,167140170,165748718250,14202975,STK
009270,KR7009270000,신원,KOSPI,,1439,2,-9,-0.62,1442,1472,1425,208332,301942631,165154595527,114770393,STK
123690,KR7123690000,한국화장품,KOSPI,,10250,2,-70,-0.68,10500,10500,10230,242752,2504935505,164697000000,16068000,STK
100250,KR7100250000,진양홀딩스,KOSPI,,2940,2,-130,-4.23,3100,3100,2905,277973,821164445,164332158480,55895292,STK
090350,KR7090350000,노루페인트,KOSPI,,8110,2,-60,-0.73,8170,8220,8100,48287,393296790,162200000000,20000000,STK
018470,KR7018470005,조일알미늄,KOSPI,,1270,2,-5,-0.39,1275,1289,1258,393361,499709229,160822285670,126631721,STK
317400,KR7317400000,자이에스앤디,KOSPI,,4080,2,-45,-1.09,4135,4200,4070,57176,235534358,158232681600,38782520,STK
008350,KR7008350001,남선알미늄,KOSPI,,1204,2,-5,-0.41,1207,1238,1200,1416037,1712401314,155411224360,129079090,STK
002990,KR7002990000,금호건설,KOSPI,,4200,2,-20,-0.47,4215,4285,4150,111718,470759027,155386392000,36996760,STK
014710,KR7014710008,사조씨푸드,KOSPI,,9010,2,-120,-1.31,9130,9210,8900,29269,265278690,155139072430,17218543,STK
070960,KR7070960000,모나용평,KOSPI,,3210,1,20,0.63,3280,3280,3170,31392,100769624,154507998930,48133333,STK
460850,KR7460850001,동국씨엠,KOSPI,,5130,1,20,0.39,5110,5150,5110,52862,271313190,153380105280,29898656,STK
008040,KR7008040008,사조동아원,KOSPI,,1076,1,6,0.56,1072,1080,1065,297292,319260062,151871589600,141144600,STK
011690,KR7011690005,와이투솔루션,KOSPI,,4145,2,-50,-1.19,4290,4310,4120,318716,1336212007,151600863130,36574394,STK
019440,KR7019440007,세아특수강,KOSPI,,17670,2,-370,-2.05,18040,18130,17440,24868,438753415,151431900000,8570000,STK
011000,KR7011000007,진원생명과학,KOSPI,,1761,1,1,0.06,1760,1790,1725,300237,525233957,150406897296,85409936,STK
210540,KR7210540001,디와이파워,KOSPI,,13550,1,50,0.37,13500,13610,13390,30966,418927825,149615143400,11041708,STK
002390,KR7002390003,한독,KOSPI,,10850,1,20,0.18,10790,10860,10700,25098,269838805,149334333050,13763533,STK
011280,KR7011280005,태림포장,KOSPI,,2105,1,5,0.24,2085,2125,2075,141895,298522455,149046503700,70805940,STK
019680,KR7019680008,대교,KOSPI,,1744,2,-4,-0.23,1748,1758,1732,64579,112585483,147721770400,84702850,STK
000230,KR7000230003,일동홀딩스,KOSPI,,12700,2,-160,-1.24,12820,12820,12110,76458,947651845,146563080000,11540400,STK
019180,KR7019180009,티에이치엔,KOSPI,,8030,2,-620,-7.17,8690,8690,7800,1460356,11798847735,144540000000,18000000,STK
350520,KR7350520003,이지스레지던스리츠,KOSPI,,3900,2,-15,-0.38,3930,3930,3895,42061,164094662,143778187800,36866202,STK
094280,KR7094280005,효성ITX,KOSPI,,12430,1,140,1.14,12290,12500,12250,16398,203396300,143668426000,11558200,STK
001360,KR7001360007,삼성제약,KOSPI,,1510,1,55,3.78,1455,1558,1439,1797952,2710275659,142184739290,94162079,STK
089470,KR7089470009,HDC현대EP,KOSPI,,4445,1,85,1.95,4360,4455,4270,72347,317275879,141795500000,31900000,STK
003480,KR7003480001,한진중공업홀딩스,KOSPI,,4710,2,-10,-0.21,4720,4775,4655,25035,117853468,139085414520,29529812,STK
083420,KR7083420000,그린케미칼,KOSPI,,5790,2,-120,-2.03,5910,5970,5760,69132,403266890,138960000000,24000000,STK
007540,KR7007540008,샘표,KOSPI,,47800,2,-200,-0.42,48000,48150,47400,4958,236743950,137463240000,2875800,STK
092220,KR7092220003,KEC,KOSPI,,680,2,-7,-1.02,687,698,677,548675,373864159,136518935880,200763141,STK
077500,KR7077500007,유니퀘스트,KOSPI,,6310,2,-20,-0.32,6420,6470,6300,127473,813079815,136296643620,21600102,STK
015890,KR7015890007,태경산업,KOSPI,,4660,2,-15,-0.32,4675,4690,4645,33646,156683104,136205975000,29228750,STK
214390,KR7214390007,경보제약,KOSPI,,5690,2,-50,-0.87,5750,5760,5620,48164,272940280,136030033400,23906860,STK
095720,KR7095720009,웅진씽크빅,KOSPI,,1171,2,-6,-0.51,1166,1190,1160,122360,143134597,135257508435,115505985,STK
248170,KR7248170003,샘표식품,KOSPI,,29600,2,-550,-1.82,30300,30300,29550,12928,385886900,135221265600,4568286,STK
079430,KR7079430005,현대리바트,KOSPI,,6520,2,-10,-0.15,6530,6600,6490,15467,100847760,133890038640,20535282,STK
004250,KR7004250007,NPC,KOSPI,,3645,1,5,0.14,3700,3710,3610,33370,121392842,133844400000,36720000,STK
013570,KR7013570007,디와이,KOSPI,,5060,1,10,0.2,5090,5170,4960,135773,688392545,133177342980,26319633,STK
024090,KR7024090003,디씨엠,KOSPI,,11570,2,-180,-1.53,11800,11920,11540,16007,186089150,131898000000,11400000,STK
101140,KR7101140002,인바이오젠,KOSPI,,13090,1,890,7.3,12510,13740,12390,35225,465703205,131478787440,10044216,STK
004080,KR7004080008,신흥,KOSPI,,13720,2,-120,-0.87,13820,14200,13550,8666,119256500,130340000000,9500000,STK
012320,KR7012320008,경동인베스트,KOSPI,,53900,1,500,0.94,53800,53900,53100,3768,201807200,127474739700,2365023,STK
036420,KR7036420008,콘텐트리중앙,KOSPI,,6540,2,-210,-3.11,6750,6780,6450,77997,514237860,125975494320,19262308,STK
069460,KR7069460004,대호에이엘,KOSPI,,1433,1,14,0.99,1420,1466,1405,256248,364592016,124774107216,87071952,STK
005960,KR7005960000,동부건설,KOSPI,,5430,1,30,0.56,5780,5780,5410,95227,531781170,124600380090,22946663,STK
004150,KR7004150009,한솔홀딩스,KOSPI,,3005,1,5,0.17,2995,3015,2980,48848,146236110,123284993100,41026620,STK
267850,KR7267850006,아시아나IDT,KOSPI,,11090,1,140,1.28,11040,11200,10980,14052,155998720,123099000000,11100000,STK
023810,KR7023810005,인팩,KOSPI,,12290,2,-350,-2.77,12740,12850,12270,64832,813369125,122900000000,10000000,STK
014580,KR7014580005,태경비케이,KOSPI,,4445,2,-55,-1.22,4500,4520,4415,93134,415056032,122606879500,27583100,STK
012800,KR7012800009,대창,KOSPI,,1341,2,-13,-0.96,1354,1369,1334,788381,1058350466,122219409159,91140499,STK
007110,KR7007110000,일신석재,KOSPI,,1575,2,-12,-0.76,1588,1640,1520,286538,453714743,121994160750,77456610,STK
267290,KR7267290005,경동도시가스,KOSPI,,20600,2,-100,-0.48,20700,20700,20450,17645,361920700,121445363600,5895406,STK
002460,KR7002460004,HS화성,KOSPI,,11910,1,310,2.67,11600,11990,11600,9106,107734230,120886500000,10150000,STK
021820,KR7021820006,세원정공,KOSPI,,12080,1,340,2.9,11820,12490,11650,18169,219807560,120800000000,10000000,STK
067830,KR7067830000,세이브존I&C,KOSPI,,2925,2,-15,-0.51,2995,2995,2900,105749,309107325,120044617875,41040895,STK
044820,KR7044820009,코스맥스비티아이,KOSPI,,12430,2,-30,-0.24,12600,12650,12400,11203,139535470,119376738030,9603921,STK
003580,KR7003580008,HLB글로벌,KOSPI,,2350,2,-30,-1.26,2380,2385,2315,95134,221529991,119059236750,50663505,STK
020120,KR7020120002,키다리스튜디오,KOSPI,,3190,2,-55,-1.69,3215,3265,3175,47044,150463069,118233413540,37063766,STK
013520,KR7013520002,화승코퍼레이션,KOSPI,,2350,2,-40,-1.67,2390,2420,2300,251332,593003086,117620442200,50051252,STK
023800,KR7023800006,인지컨트롤스,KOSPI,,7440,1,190,2.62,7370,7790,7300,486169,3646372500,117620425680,15809197,STK
014530,KR7014530000,극동유화,KOSPI,,3365,2,-10,-0.3,3360,3380,3320,99680,333733170,117335598300,34869420,STK
004140,KR7004140000,동방,KOSPI,,2445,2,-20,-0.81,2455,2485,2435,167526,410889777,117290967870,47971766,STK
002220,KR7002220002,한일철강,KOSPI,,4380,1,25,0.57,4355,4785,4295,69733,305628325,116934874800,26697460,STK
058850,KR7058850009,KTcs,KOSPI,,2715,2,-5,-0.18,2720,2740,2710,111058,302257823,115889775000,42685000,STK
016740,KR7016740003,두올,KOSPI,,3990,1,70,1.79,3920,4150,3850,260852,1039145040,114409355760,28674024,STK
214330,KR7214330003,금호에이치티,KOSPI,,519,1,1,0.19,518,523,514,345974,178888132,113166138690,218046510,STK
006660,KR7006660005,삼성공조,KOSPI,,13830,2,-110,-0.79,13970,14170,13420,39947,555318715,112386922620,8126314,STK
017370,KR7017370008,우신시스템,KOSPI,,6100,2,-20,-0.33,6080,6290,6020,82143,505334060,111715729400,18314054,STK
005870,KR7005870001,휴니드,KOSPI,,7910,2,-210,-2.59,8060,8130,7840,135759,1079499830,111657678650,14116015,STK
007210,KR7007210008,벽산,KOSPI,,1653,1,11,0.67,1643,1664,1643,91352,151369642,110519580000,66860000,STK
004960,KR7004960001,한신공영,KOSPI,,9500,1,40,0.42,9420,9620,9390,62868,597558590,109921669000,11570702,STK
014160,KR7014160006,대영포장,KOSPI,,1011,2,-4,-0.39,1018,1024,1009,143991,145598941,109586889039,108394549,STK
013360,KR7013360003,일성건설,KOSPI,,2020,2,-10,-0.49,2040,2060,1992,526383,1064296932,109130257600,54024880,STK
011330,KR7011330008,유니켐,KOSPI,,1165,2,-11,-0.94,1176,1191,1161,220910,260512293,108957414870,93525678,STK
008700,KR7008700007,아남전자,KOSPI,,1403,2,-14,-0.99,1420,1455,1402,328331,464877831,108206122460,77124820,STK
227840,KR7227840006,현대코퍼레이션홀딩스,KOSPI,,11870,2,-90,-0.75,12000,12050,11830,19250,229646940,108026923320,9100836,STK
063160,KR7063160006,종근당바이오,KOSPI,,19390,2,-160,-0.82,19550,19560,19220,24538,474085810,106372803180,5485962,STK
017900,KR7017900002,광전자,KOSPI,,1834,2,-26,-1.4,1865,1865,1828,73844,135714984,106268861342,57943763,STK
264900,KR7264900002,크라운제과,KOSPI,,8460,2,-120,-1.4,8630,8630,8450,23080,196454200,105951771000,12523850,STK
017550,KR7017550005,수산세보틱스,KOSPI,,1689,1,7,0.42,1682,1690,1673,70578,118549034,105392130570,62399130,STK
068290,KR7068290006,삼성출판사,KOSPI,,10450,2,-80,-0.76,10530,10550,10210,14582,152408270,104500000000,10000000,STK
092780,KR7092780006,DYP,KOSPI,,7890,4,1820,29.98,7080,7890,6700,2949819,22254265375,103899149400,13168460,STK
011700,KR7011700002,한신기계,KOSPI,,3190,1,65,2.08,3125,3245,3100,606367,1937528473,103503221690,32446151,STK
396690,KR7396690000,미래에셋글로벌리츠,KOSPI,,2595,2,-10,-0.38,2605,2610,2595,65205,169506088,102777414300,39605940,STK
014790,KR7014790000,HL D&I,KOSPI,,2692,2,-3,-0.11,2725,2725,2650,59248,158828045,101915353892,37858601,STK
002780,KR7002780005,진흥기업,KOSPI,,691,2,-6,-0.86,698,699,685,507630,349867389,100520975795,145471745,STK
011150,KR7011150000,CJ씨푸드,KOSPI,,2795,2,-5,-0.18,2815,2830,2790,136377,382726343,100426510535,35930773,STK
